% Model,Untitled.mph,,
% Version,COMSOL 6.3.0.420,,
% Date,10/7/2025 0:00,,
% Dimension,3,,
% Nodes,68921,,
% Expressions,1,,
% Description,Electric potential,,
% Length unit,µm,,
% x,y,z,V (V) @ 1: Vrf1=1 V; Vrf2=1 V; Vdc1=0 V; Vdc2=0 V; Vdc3=0 V
-15,-9,-20,0.5061680072685687
-14,-9,-20,0.504812530785789
-13,-9,-20,0.5035352978488064
-12,-9,-20,0.5023363627598362
-11,-9,-20,0.5012195593440503
-10,-9,-20,0.5001981587019891
-9,-9,-20,0.49927282424172026
-8,-9,-20,0.498438989618999
-7,-9,-20,0.49769834317081624
-6,-9,-20,0.49705527832546276
-5,-9,-20,0.4965059529386877
-4,-9,-20,0.4960466808165177
-3,-9,-20,0.49569505219708876
-2,-9,-20,0.4954514618142698
-1,-9,-20,0.4953023782029126
0,-9,-20,0.49524551897656366
1,-9,-20,0.49528913015969467
2,-9,-20,0.4954397948909368
3,-9,-20,0.4956938576618999
4,-9,-20,0.49604970689707695
5,-9,-20,0.4965025683439616
6,-9,-20,0.49705232192443505
7,-9,-20,0.4976989676384979
8,-9,-20,0.49844207044618694
9,-9,-20,0.4992790799916389
10,-9,-20,0.5002059693551195
11,-9,-20,0.5012238319980827
12,-9,-20,0.5023327996415705
13,-9,-20,0.5035317250116788
14,-9,-20,0.5048141493027855
14.999999999999998,-9,-20,0.5061751120928719
16,-9,-20,0.5076149444106287
17,-9,-20,0.5091360513614255
18,-9,-20,0.5107285091567321
18.999999999999996,-9,-20,0.5123872241806031
20,-9,-20,0.5141121964330383
-20,-8,-20,0.5140338300330709
-19,-8,-20,0.5123756955438418
-18,-8,-20,0.5107847096808175
-17,-8,-20,0.5092608335676186
-16,-8,-20,0.5078031773076128
-15,-8,-20,0.5064280577442376
-14,-8,-20,0.5051261174929248
-13,-8,-20,0.5039011885123308
-12,-8,-20,0.5027563718738168
-11,-8,-20,0.5016897835812055
-10,-8,-20,0.5007109044776419
-9,-8,-20,0.4998244533520902
-8,-8,-20,0.4990282259118593
-7,-8,-20,0.49831757447373265
-6,-8,-20,0.4976919015744225
-5,-8,-20,0.4971714199524101
-4,-8,-20,0.49673338547016044
-3,-8,-20,0.4963968084822087
-2,-8,-20,0.49616135420826746
-1,-8,-20,0.49602110496080537
0,-8,-20,0.49597079239383984
1,-8,-20,0.4960100428427057
2,-8,-20,0.49614910685007185
3,-8,-20,0.4963915067121636
4,-8,-20,0.49673346667599116
5,-8,-20,0.49716551355069877
6,-8,-20,0.49769445255899536
7,-8,-20,0.49832025532076607
8,-8,-20,0.49902921022095625
9,-8,-20,0.49982962431288785
10,-8,-20,0.5007194690270648
11,-8,-20,0.5016903893982996
12,-8,-20,0.5027520038887009
13,-8,-20,0.5039018698329389
14,-8,-20,0.5051279770293197
14.999999999999998,-8,-20,0.5064298505979775
16,-8,-20,0.5078110774035876
17,-8,-20,0.5092633593903615
18,-8,-20,0.510783270205925
18.999999999999996,-8,-20,0.5123702758207449
20,-8,-20,0.5140243762348213
-20,-7,-20,0.5138924329940731
-19,-7,-20,0.5123007551009227
-18,-7,-20,0.5107753723821157
-17,-7,-20,0.5093216396270865
-16,-7,-20,0.5079282882348434
-15,-7,-20,0.5066099699129025
-14,-7,-20,0.5053622361542114
-13,-7,-20,0.5041851162114352
-12,-7,-20,0.5030881565745792
-11,-7,-20,0.5020717129834983
-10,-7,-20,0.5011323750445811
-9,-7,-20,0.5002839494335987
-8,-7,-20,0.4995208245001719
-7,-7,-20,0.4988426781055618
-6,-7,-20,0.49824859784681597
-5,-7,-20,0.4977353359834065
-4,-7,-20,0.4973227070204819
-3,-7,-20,0.4970067997507519
-2,-7,-20,0.4967867259500346
-1,-7,-20,0.496647834337271
0,-7,-20,0.4965979280404188
1,-7,-20,0.4966370070594773
2,-7,-20,0.49676621680347377
3,-7,-20,0.4969977296814899
4,-7,-20,0.4973249969021419
5,-7,-20,0.4977362292046723
6,-7,-20,0.49824557250595036
7,-7,-20,0.49884496013737745
8,-7,-20,0.49952542902886266
9,-7,-20,0.5002886708781399
10,-7,-20,0.5011417620042348
11,-7,-20,0.5020720235176803
12,-7,-20,0.5030839985281164
13,-7,-20,0.5041869073231011
14,-7,-20,0.5053602116624935
14.999999999999998,-7,-20,0.506610649406304
16,-7,-20,0.5079358158129756
17,-7,-20,0.5093242181090053
18,-7,-20,0.5107763665346958
18.999999999999996,-7,-20,0.5122960252038469
20,-7,-20,0.5138827786722543
-20,-6,-20,0.5136872941510937
-19,-6,-20,0.5121678925769025
-18,-6,-20,0.5107034484785814
-17,-6,-20,0.5093094781813156
-16,-6,-20,0.5079774644811046
-15,-6,-20,0.50671332339912
-14,-6,-20,0.5055197961330506
-13,-6,-20,0.5043968781438625
-12,-6,-20,0.5033442963145458
-11,-6,-20,0.5023674040232868
-10,-6,-20,0.5014689771510032
-9,-6,-20,0.50065311969905
-8,-6,-20,0.4999197579441593
-7,-6,-20,0.4992688918863313
-6,-6,-20,0.4987005215255662
-5,-6,-20,0.498218704298547
-4,-6,-20,0.4978285162860615
-3,-6,-20,0.49752222130870766
-2,-6,-20,0.4973045712520336
-1,-6,-20,0.4971723149948357
0,-6,-20,0.4971254525371128
1,-6,-20,0.4971650180094134
2,-6,-20,0.49729348861449607
3,-6,-20,0.4975125265698788
4,-6,-20,0.49782429757552904
5,-6,-20,0.49821802200173976
6,-6,-20,0.4987078423644039
7,-6,-20,0.4992784239048835
8,-6,-20,0.4999298480717641
9,-6,-20,0.5006644716848772
10,-6,-20,0.5014798089825765
11,-6,-20,0.5023711718098262
12,-6,-20,0.50334246827394
13,-6,-20,0.504389855642641
14,-6,-20,0.5055142282275137
14.999999999999998,-6,-20,0.5067202798099462
16,-6,-20,0.507987102054175
17,-6,-20,0.5093171601877617
18,-6,-20,0.5107104542107065
18.999999999999996,-6,-20,0.5121667723832017
20,-6,-20,0.5136836121685329
-20,-5,-20,0.5134268605217939
-19,-5,-20,0.5119778245114526
-18,-5,-20,0.5105751141490298
-17,-5,-20,0.5092383770823574
-16,-5,-20,0.5079604119981105
-15,-5,-20,0.5067478704713174
-14,-5,-20,0.5056039275038737
-13,-5,-20,0.5045271011935931
-12,-5,-20,0.5035178580825205
-11,-5,-20,0.5025935017268156
-10,-5,-20,0.5017358780507016
-9,-5,-20,0.5009474077984555
-8,-5,-20,0.5002414332432717
-7,-5,-20,0.499617954385151
-6,-5,-20,0.49907697122409295
-5,-5,-20,0.49862141410682626
-4,-5,-20,0.4982481315491721
-3,-5,-20,0.4979493529235739
-2,-5,-20,0.4977349198124542
-1,-5,-20,0.4976057807899576
0,-5,-20,0.4975619358560839
1,-5,-20,0.4976033850108329
2,-5,-20,0.4977301282542051
3,-5,-20,0.49794624329782905
4,-5,-20,0.49823777405428055
5,-5,-20,0.49861631645001847
6,-5,-20,0.49907895247111284
7,-5,-20,0.49962379421779857
8,-5,-20,0.5002508416900756
9,-5,-20,0.5009589785751213
10,-5,-20,0.5017413164419403
11,-5,-20,0.5025959978254624
12,-5,-20,0.5035205423214358
13,-5,-20,0.5045249119964628
14,-5,-20,0.5056025594295485
14.999999999999998,-5,-20,0.5067536460907128
16,-5,-20,0.5079649664601527
17,-5,-20,0.5092367592685577
18,-5,-20,0.5105719970847906
18.999999999999996,-5,-20,0.5119698867632988
20,-5,-20,0.5134253666080749
-20,-4,-20,0.5131221260325006
-19,-4,-20,0.5117269902572673
-18,-4,-20,0.5103840618933112
-17,-4,-20,0.5091077310409076
-16,-4,-20,0.5078822930671782
-15,-4,-20,0.5067165444590485
-14,-4,-20,0.5056180021347911
-13,-4,-20,0.5045874280380602
-12,-4,-20,0.5036268367720785
-11,-4,-20,0.5027443462949187
-10,-4,-20,0.5019237968737195
-9,-4,-20,0.5011662219176373
-8,-4,-20,0.5004876345621607
-7,-4,-20,0.4998915429037466
-6,-4,-20,0.4993779469423957
-5,-4,-20,0.49894344313178846
-4,-4,-20,0.4985855058553777
-3,-4,-20,0.4982994237762104
-2,-4,-20,0.4980884706037848
-1,-4,-20,0.4979626738038589
0,-4,-20,0.4979221710925561
1,-4,-20,0.497966962469876
2,-4,-20,0.49809704793581894
3,-4,-20,0.4983005226918059
4,-4,-20,0.4985770624708106
5,-4,-20,0.498934219605563
6,-4,-20,0.499372478932054
7,-4,-20,0.4998929439841364
8,-4,-20,0.5004956147618104
9,-4,-20,0.5011718254209502
10,-4,-20,0.5019204945077482
11,-4,-20,0.502740625931211
12,-4,-20,0.5036330830493398
13,-4,-20,0.5045907860295525
14,-4,-20,0.5056204600931996
14.999999999999998,-4,-20,0.5067182750382309
16,-4,-20,0.5078811595092815
17,-4,-20,0.5090966548776475
18,-4,-20,0.51037434406081
18.999999999999996,-4,-20,0.5117142127702394
20,-4,-20,0.5131129765661757
-20,-3,-20,0.512759914238054
-19,-3,-20,0.5114218921970329
-18,-3,-20,0.510134638664513
-17,-3,-20,0.508906382460084
-16,-3,-20,0.5077383806741588
-15,-3,-20,0.506622645399538
-14,-3,-20,0.5055705146613281
-13,-3,-20,0.5045865239780676
-12,-3,-20,0.5036727126561668
-11,-3,-20,0.5028239611386217
-10,-3,-20,0.502037150677037
-9,-3,-20,0.501312281271413
-8,-3,-20,0.5006590180174894
-7,-3,-20,0.5000896574421192
-6,-3,-20,0.49960280106856264
-5,-3,-20,0.49918517478128505
-4,-3,-20,0.4988402810402003
-3,-3,-20,0.4985672176616204
